start-time,end-time,duration,rtt,proto,sip,sp,dip,dp,iflags,uflags,riflags,ruflags,isn,risn,pkt,oct,rpkt,roct,app,entropy,rentropy,end-reason
5/13/24 4:00 AM,5/13/24 4:02 AM,102.862,0.019,6,192.168.50.2,53694,172.253.63.132,443,S,APF,AS,APF,13593c45,666cc648,5098.00,289043,171987,249579295,443,248,252,
5/13/24 3:59 AM,5/13/24 4:01 AM,93.334,0.019,17,192.168.50.2,51566,142.251.111.139,443,0,0,0,0,00000000,00000000,1461.00,362151,8189,9688191,51443,251,251,eof
5/13/24 3:59 AM,5/13/24 4:01 AM,146.63,0.022,6,192.168.50.2,53584,23.73.231.167,443,S,APF,AS,APF,de951e43,6ca77ba2,514.00,41901,3830,5498091,443,249,252,
5/13/24 3:59 AM,5/13/24 4:01 AM,144.873,0.025,6,192.168.50.2,53582,23.73.231.167,443,S,APF,AS,APF,cac840ea,6c7ffcf8,428.00,35404,3655,5333811,443,248,252,
5/13/24 3:53 AM,5/13/24 4:02 AM,514.812,0.007,6,192.168.50.2,53537,185.199.110.133,443,S,APRF,AS,APF,eb193ddd,a6dbc164,205.00,17200,3373,4728071,443,248,252,
5/13/24 3:50 AM,5/13/24 3:54 AM,289.719,0.026,6,192.168.50.2,53491,74.125.34.46,443,S,APF,AS,APF,a8f76fa7,579f9e2d,393.00,32301,2372,2762423,443,248,252,
5/13/24 4:02 AM,5/13/24 4:02 AM,18.173,0.024,6,192.168.50.2,53723,104.70.78.191,443,S,APRF,AS,AP,58364eed,bcb0a3f3,236.00,20425,1399,2042371,443,249,253,
5/13/24 4:00 AM,5/13/24 4:01 AM,8.497,0.018,17,192.168.50.2,54470,142.250.31.132,443,0,0,0,0,00000000,00000000,218.00,21993,1381,1710270,51443,251,251,eof
5/13/24 3:50 AM,5/13/24 3:50 AM,30.044,0.02,17,192.168.50.2,51587,142.251.16.106,443,0,0,0,0,00000000,00000000,322.00,55351,1403,1564258,51443,250,250,idle
5/13/24 3:59 AM,5/13/24 4:02 AM,177.95,0.018,6,192.168.50.2,53663,99.86.227.15,443,S,APF,AS,APF,f91a5a3a,926abc7f,118.00,9187,943,1366926,443,249,253,
5/13/24 4:00 AM,5/13/24 4:01 AM,9.627,0.021,17,192.168.50.2,52928,64.233.180.132,443,0,0,0,0,00000000,00000000,233.00,56599,1103,1306459,51443,250,250,eof
5/13/24 4:00 AM,5/13/24 4:00 AM,0.191,0.018,17,192.168.50.2,63221,142.251.163.94,443,0,0,0,0,00000000,00000000,120.00,10491,729,914118,51443,251,250,eof
5/13/24 3:59 AM,5/13/24 4:01 AM,128.663,0.025,6,192.168.50.2,53581,23.73.251.44,443,S,APF,AS,APF,3e0bcda1,a466bc8f,404.00,281330,686,871684,443,249,252,
5/13/24 3:52 AM,5/13/24 3:53 AM,84.467,0.019,17,192.168.50.2,56373,162.159.152.4,443,0,0,0,0,00000000,00000000,249.00,129016,691,753666,51443,250,23,idle
5/13/24 3:59 AM,5/13/24 4:01 AM,116.197,0.02,17,192.168.50.2,64957,172.253.115.101,443,0,0,0,0,00000000,00000000,381.00,178248,703,641238,51443,251,250,eof
5/13/24 4:02 AM,5/13/24 4:02 AM,17.08,0.024,6,192.168.50.2,53726,104.70.55.51,443,S,APRF,AS,AP,e17a7819,a85a4ee7,225.00,106254,451,611183,443,249,252,
5/13/24 3:59 AM,5/13/24 4:01 AM,135.064,0.027,6,192.168.50.2,53607,23.73.241.35,443,S,APF,AS,APF,4de603c1,c81cf4a9,234.00,91911,435,580123,443,249,252,
5/13/24 3:59 AM,5/13/24 4:00 AM,23.268,0.017,17,192.168.50.2,58563,142.250.31.132,443,0,0,0,0,00000000,00000000,155.00,20170,472,521222,51443,250,250,eof
5/13/24 3:54 AM,5/13/24 3:54 AM,5.713,0.021,17,192.168.50.2,64803,162.159.152.4,443,0,0,0,0,00000000,00000000,91.00,13840,408,487102,51443,251,23,idle
5/13/24 3:59 AM,5/13/24 4:02 AM,168.452,0.018,17,192.168.50.2,54459,142.251.167.113,443,0,0,0,0,00000000,00000000,548.00,302265,673,438532,51443,251,250,eof
5/13/24 3:59 AM,5/13/24 3:59 AM,45.649,0.062,6,192.168.50.2,53604,139.71.89.13,443,S,APF,AS,APF,17b5a4d0,7cdc3d2f,88.00,29286,265,253960,443,247,232,
5/13/24 3:50 AM,5/13/24 3:54 AM,240.204,0.031,6,192.168.50.2,53501,142.250.31.94,443,S,APF,AS,APF,3b5d3c45,fe8bf173,95.00,7783,189,252524,443,249,252,
5/13/24 3:59 AM,5/13/24 3:59 AM,4.113,0.018,17,192.168.50.2,61697,142.251.163.94,443,0,0,0,0,00000000,00000000,78.00,12393,202,235151,51443,251,250,eof
5/13/24 3:59 AM,5/13/24 4:01 AM,136.06,0.017,17,192.168.50.2,60437,162.159.61.3,443,0,0,0,0,00000000,00000000,692.00,132178,637,224027,51443,251,23,eof
5/13/24 3:50 AM,5/13/24 3:50 AM,0.108,0.02,17,192.168.50.2,61443,142.250.31.94,443,0,0,0,0,00000000,00000000,63.00,8089,178,222912,51443,251,250,idle
5/13/24 3:48 AM,5/13/24 3:59 AM,647.772,0,6,147.135.7.130,443,192.168.50.2,51404,A,APF,A,AR,bddf53b2,8c611f46,60006.00,89179598,4252,221080,0,0,0,
5/13/24 3:53 AM,5/13/24 3:54 AM,31.634,0.019,6,192.168.50.2,53535,140.82.113.4,443,S,APRF,AS,APF,3b925dc1,ec986f78,67.00,10820,171,213921,443,248,253,
5/13/24 3:50 AM,5/13/24 3:54 AM,240.183,0.017,6,192.168.50.2,53493,172.253.63.100,443,S,APF,AS,APF,1dc09383,25780384,92.00,11763,164,207227,443,249,252,
5/13/24 3:59 AM,5/13/24 3:59 AM,12.674,0.022,17,192.168.50.2,60910,64.233.180.132,443,0,0,0,0,00000000,00000000,144.00,47733,234,200029,51443,250,250,eof
5/13/24 3:50 AM,5/13/24 3:54 AM,240.488,0.019,6,192.168.50.2,53495,64.233.180.97,443,S,APF,AS,APF,8f8f77c2,2e6196d2,96.00,7536,147,188570,443,248,253,
5/13/24 3:59 AM,5/13/24 3:59 AM,0.687,0.018,17,192.168.50.2,64796,142.251.111.155,443,0,0,0,0,00000000,00000000,72.00,11288,157,187012,51443,250,250,eof
5/13/24 3:50 AM,5/13/24 3:50 AM,0.14,0.019,17,192.168.50.2,49798,172.253.62.113,443,0,0,0,0,00000000,00000000,90.00,12987,162,176213,51443,250,251,idle
5/13/24 3:50 AM,5/13/24 3:50 AM,0.189,0.019,17,192.168.50.2,51012,142.251.111.101,443,0,0,0,0,00000000,00000000,85.00,11424,167,172700,51443,251,251,idle
5/13/24 3:50 AM,5/13/24 3:54 AM,240.086,0.017,6,192.168.50.2,53504,142.251.16.94,443,S,APF,AS,APF,a632c4b9,477a7656,100.00,7875,126,166364,443,249,252,
5/13/24 3:50 AM,5/13/24 3:50 AM,0.221,0.019,17,192.168.50.2,62173,142.251.16.100,443,0,0,0,0,00000000,00000000,82.00,13336,136,142381,51443,251,250,idle
5/13/24 3:59 AM,5/13/24 4:02 AM,168.802,0.02,17,192.168.50.2,51152,142.250.31.94,443,0,0,0,0,00000000,00000000,150.00,15049,237,138926,51443,251,251,eof
5/13/24 3:59 AM,5/13/24 4:02 AM,196.279,0.017,6,192.168.50.2,53602,18.160.18.34,443,S,APF,AS,APF,f997d3be,2253fc21,59.00,5705,105,135980,443,248,252,
5/13/24 3:57 AM,5/13/24 3:58 AM,60.173,0.029,6,192.168.50.2,53570,204.93.149.5,8080,S,APF,AS,APF,85e41ecf,5d07d1ac,37.00,2723,90,124581,443,188,253,
5/13/24 3:58 AM,5/13/24 3:58 AM,0.854,0.019,6,192.168.50.2,53574,17.248.228.70,443,S,APRF,AS,AP,123cf1ea,c545a0c1,78.00,17813,91,119390,443,224,252,
5/13/24 3:49 AM,5/13/24 3:52 AM,205.673,0.023,17,192.168.50.2,56360,172.64.41.3,443,0,0,0,0,00000000,00000000,320.00,66571,303,119284,51443,250,23,idle
5/13/24 3:59 AM,5/13/24 4:02 AM,168.527,0.02,17,192.168.50.2,49358,142.251.167.95,443,0,0,0,0,00000000,00000000,346.00,52087,383,113962,51443,251,251,eof
5/13/24 3:50 AM,5/13/24 3:50 AM,0.286,0.023,17,192.168.50.2,53902,64.233.180.97,443,0,0,0,0,00000000,00000000,48.00,7053,91,109618,51443,250,249,idle
5/13/24 3:50 AM,5/13/24 3:54 AM,240.116,0.023,6,192.168.50.2,53494,142.250.31.94,443,S,APF,AS,APF,b3a9c23c,9deab5d7,62.00,5673,87,107320,443,248,252,
5/13/24 3:59 AM,5/13/24 4:00 AM,55.609,0.032,17,192.168.50.2,52098,142.250.31.95,443,0,0,0,0,00000000,00000000,120.00,14166,177,104603,51443,251,250,eof
5/13/24 4:01 AM,5/13/24 4:01 AM,4.371,0.018,17,192.168.50.2,63310,172.253.115.95,443,0,0,0,0,00000000,00000000,61.00,10388,98,101864,51443,250,250,eof
5/13/24 3:59 AM,5/13/24 4:02 AM,164.14,0.017,6,192.168.50.2,53685,172.253.63.101,443,S,APF,AS,APF,ea9fe2a8,839ae1c2,116.00,16441,117,101703,443,249,252,
5/13/24 4:01 AM,5/13/24 4:01 AM,4.189,0.021,17,192.168.50.2,54590,172.253.63.101,443,0,0,0,0,00000000,00000000,113.00,15338,125,97125,51443,251,250,eof
5/13/24 3:59 AM,5/13/24 4:02 AM,169.262,0.025,6,192.168.50.2,53672,142.251.111.139,443,S,APF,AS,APF,20d29b89,c6b96fa0,53.00,8428,81,95190,443,248,252,
5/13/24 3:59 AM,5/13/24 4:02 AM,177.681,0.017,6,192.168.50.2,53666,172.253.122.97,443,S,APF,AS,APF,b121df73,534a1f3e,64.00,7155,79,94762,443,248,252,
5/13/24 3:59 AM,5/13/24 4:02 AM,177.802,0.017,6,192.168.50.2,53665,172.66.40.60,443,S,APF,AS,APF,f7fa9d7c,b4d24b09,32.00,4228,77,93658,443,248,252,
5/13/24 4:02 AM,5/13/24 4:02 AM,17.079,0.024,6,192.168.50.2,53725,104.70.78.191,443,S,APRF,AS,APF,8391e053,bc591398,71.00,7372,80,91198,443,249,252,
5/13/24 3:59 AM,5/13/24 4:01 AM,120.261,0.026,6,192.168.50.2,53603,23.33.180.253,443,S,APF,AS,APF,2b8a6e79,15263aaa,61.00,6063,72,84925,443,248,252,
5/13/24 3:50 AM,5/13/24 3:50 AM,20.545,0.021,17,192.168.50.2,64193,142.251.16.95,443,0,0,0,0,00000000,00000000,128.00,17020,173,83133,51443,251,250,idle
5/13/24 3:59 AM,5/13/24 3:59 AM,1.73,0.02,17,192.168.50.2,53215,142.251.163.154,443,0,0,0,0,00000000,00000000,40.00,7744,70,79210,51443,250,250,eof
5/13/24 3:59 AM,5/13/24 4:02 AM,190.413,0.016,6,192.168.50.2,53644,172.253.63.132,443,S,APF,AS,APF,9ad255b6,49bd7f2d,57.00,5749,67,78378,443,249,252,
5/13/24 3:59 AM,5/13/24 3:59 AM,45.755,0.019,17,192.168.50.2,62825,142.250.31.104,443,0,0,0,0,00000000,00000000,112.00,16614,145,74666,51443,250,250,eof
5/13/24 3:51 AM,5/13/24 3:51 AM,42.402,0.018,17,192.168.50.2,55567,172.253.63.105,443,0,0,0,0,00000000,00000000,71.00,16216,99,65774,51443,251,250,idle
5/13/24 3:59 AM,5/13/24 3:59 AM,4.513,0.021,17,192.168.50.2,53721,172.253.115.95,443,0,0,0,0,00000000,00000000,40.00,7474,62,65132,51443,250,251,eof
5/13/24 3:59 AM,5/13/24 4:01 AM,120.166,0.039,6,192.168.50.2,53660,37.19.207.34,443,S,APF,AS,APF,35a6658a,8e1f40bd,45.00,4745,53,58511,443,249,252,
5/13/24 3:59 AM,5/13/24 4:02 AM,177.666,0.018,6,192.168.50.2,53667,172.67.40.50,443,S,APF,AS,APF,af23b123,bc38f9a4,24.00,3656,49,55559,443,249,253,
5/13/24 4:01 AM,5/13/24 4:02 AM,37.928,0.018,17,192.168.50.2,58872,172.64.41.3,443,0,0,0,0,00000000,00000000,178.00,37057,139,55537,51443,251,23,eof
5/13/24 3:54 AM,5/13/24 3:54 AM,0.426,0.018,6,192.168.50.2,53543,17.253.21.204,443,S,APRF,AS,AP,0a86c581,720aa6a0,39.00,2981,43,53509,443,186,252,
5/13/24 3:50 AM,5/13/24 3:53 AM,232.449,0.027,6,192.168.50.2,53487,104.108.106.87,443,S,APF,AS,APF,b78fae36,71ba55d3,67.00,13443,68,53042,443,248,252,
5/13/24 3:50 AM,5/13/24 3:54 AM,240.337,0.016,6,192.168.50.2,53498,172.253.115.94,443,S,APF,AS,APF,0267654a,342ba3c4,50.00,5665,56,49710,443,248,253,
5/13/24 3:51 AM,5/13/24 3:51 AM,0.175,0.017,17,192.168.50.2,50829,142.251.167.95,443,0,0,0,0,00000000,00000000,30.00,6188,48,49199,51443,250,250,idle
5/13/24 3:59 AM,5/13/24 4:02 AM,191.972,0.02,6,192.168.50.2,53632,18.165.98.13,443,S,APF,AS,APF,09e9a2bf,755d4987,35.00,4273,44,48997,443,249,252,
5/13/24 3:56 AM,5/13/24 3:56 AM,0.229,0.019,17,192.168.50.2,52103,172.253.63.99,443,0,0,0,0,00000000,00000000,38.00,7216,58,48760,51443,251,250,idle
5/13/24 3:48 AM,5/13/24 4:02 AM,829.943,0.018,6,192.168.50.2,49872,172.64.152.241,443,AP,APF,AP,APF,db5658ab,36807639,109.00,9279,122,48033,0,0,0,
5/13/24 3:59 AM,5/13/24 3:59 AM,0.173,0.018,17,192.168.50.2,52638,142.251.167.156,443,0,0,0,0,00000000,00000000,36.00,7070,54,46451,51443,250,251,eof
5/13/24 3:59 AM,5/13/24 3:59 AM,0.362,0.019,17,192.168.50.2,54376,142.251.111.154,443,0,0,0,0,00000000,00000000,25.00,6384,40,43137,51443,250,250,eof
5/13/24 3:59 AM,5/13/24 4:02 AM,196.33,0.03,6,192.168.50.2,53601,139.71.19.132,443,S,APF,AS,APF,85f962df,0eed203f,281.00,280809,149,41721,443,247,205,
5/13/24 3:48 AM,5/13/24 4:02 AM,826.439,0.019,6,192.168.50.2,51409,162.159.152.4,443,A,APF,AP,APF,d6e6f358,2d27aca7,59.00,8660,73,41168,0,0,0,
5/13/24 3:59 AM,5/13/24 4:02 AM,191.183,0.018,6,192.168.50.2,53638,172.253.63.155,443,S,APF,AS,APF,efc07947,5419ef52,41.00,4555,40,40063,443,249,253,
5/13/24 4:00 AM,5/13/24 4:01 AM,17.377,0.019,17,192.168.50.2,62156,64.233.180.95,443,0,0,0,0,00000000,00000000,54.00,9048,74,39764,51443,251,251,eof
5/13/24 3:52 AM,5/13/24 3:52 AM,0.285,0.019,17,192.168.50.2,50853,172.253.63.105,443,0,0,0,0,00000000,00000000,26.00,5862,40,36017,51443,250,251,idle
5/13/24 3:48 AM,5/13/24 3:51 AM,155.286,0.018,6,192.168.50.2,51441,3.17.52.210,443,AP,APRF,AP,APF,50969372,9a2d57b5,17.00,1849,36,35818,0,0,0,
5/13/24 3:59 AM,5/13/24 4:02 AM,196.813,0.027,6,192.168.50.2,53597,139.71.19.132,443,S,APF,AS,APF,aae60528,95ca6108,133.00,14769,133,35424,443,247,205,
5/13/24 3:50 AM,5/13/24 3:50 AM,0.095,0.018,17,192.168.50.2,55346,172.253.63.105,443,0,0,0,0,00000000,00000000,23.00,6533,35,35202,51443,251,251,idle
5/13/24 3:54 AM,5/13/24 3:56 AM,94.625,0.018,17,192.168.50.2,57849,162.159.61.3,443,0,0,0,0,00000000,00000000,80.00,19986,75,34271,51443,250,23,idle
5/13/24 4:00 AM,5/13/24 4:00 AM,3.475,0.018,17,192.168.50.2,59810,142.251.16.138,443,0,0,0,0,00000000,00000000,47.00,8561,62,33461,51443,251,251,eof
5/13/24 3:59 AM,5/13/24 3:59 AM,6.625,0.019,6,192.168.50.2,53659,3.224.185.219,443,S,APR,AS,APF,eff1dd83,dd7de277,20.00,3677,32,32479,443,249,252,
5/13/24 3:50 AM,5/13/24 3:54 AM,240.203,0.019,6,192.168.50.2,53496,172.253.115.138,443,S,APF,AS,APF,25e61f7a,3dead605,37.00,4728,42,31479,443,249,252,
5/13/24 3:50 AM,5/13/24 3:54 AM,240.084,0.017,6,192.168.50.2,53506,142.251.16.94,443,S,APF,AS,APF,e25eee96,69d4c265,31.00,4220,35,31095,443,249,252,
5/13/24 3:48 AM,5/13/24 4:02 AM,863.309,0.006,6,192.168.50.2,50659,192.168.50.170,8009,AP,AP,AP,AP,0f6d3e1e,0f528f5e,373.00,41236,210,30506,0,0,0,eof
5/13/24 3:51 AM,5/13/24 3:55 AM,240.533,0.028,6,192.168.50.2,53518,17.145.8.1,443,S,APF,AS,APF,fb023da7,fa2c4334,40.00,5899,38,30277,443,224,252,
5/13/24 3:48 AM,5/13/24 4:02 AM,859.266,0.007,6,192.168.50.2,64836,192.168.50.157,8009,AP,AP,AP,AP,e30b278c,98862f0f,346.00,37076,175,28217,0,0,0,eof
5/13/24 3:48 AM,5/13/24 4:02 AM,859.301,0.006,6,192.168.50.2,64837,192.168.50.42,8009,AP,AP,AP,AP,20e20c1b,44c556be,346.00,37076,173,28113,0,0,0,eof
5/13/24 4:01 AM,5/13/24 4:01 AM,0.28,0.056,6,192.168.50.2,53707,17.138.175.254,443,S,AP,AS,AP,9abdc0b8,e8c734f6,28.00,5529,31,27626,443,225,252,eof
5/13/24 3:52 AM,5/13/24 3:52 AM,0.464,0.018,17,192.168.50.2,61300,162.159.152.4,443,0,0,0,0,00000000,00000000,18.00,5796,29,27145,51443,250,23,idle
5/13/24 3:59 AM,5/13/24 4:02 AM,167.374,0.019,6,192.168.50.2,53679,142.251.167.94,443,S,APF,AS,APF,27989797,73aaddd5,32.00,4445,33,26710,443,249,252,
5/13/24 3:59 AM,5/13/24 3:59 AM,0.195,0.019,17,192.168.50.2,59215,142.251.163.154,443,0,0,0,0,00000000,00000000,21.00,5714,29,26510,51443,250,251,eof
5/13/24 3:59 AM,5/13/24 4:01 AM,79.427,0.02,17,192.168.50.2,56650,142.251.111.95,443,0,0,0,0,00000000,00000000,67.00,15246,71,26211,51443,250,251,eof
5/13/24 4:02 AM,5/13/24 4:02 AM,21.781,0.024,17,192.168.50.2,49706,142.251.163.101,443,0,0,0,0,00000000,00000000,87.00,65631,75,25960,51443,251,251,eof
5/13/24 3:56 AM,5/13/24 3:56 AM,0.189,0.019,17,192.168.50.2,64120,172.253.115.102,443,0,0,0,0,00000000,00000000,19.00,7028,27,25835,51443,251,250,idle
5/13/24 3:59 AM,5/13/24 3:59 AM,4.328,0.02,17,192.168.50.2,56512,172.253.122.101,443,0,0,0,0,00000000,00000000,24.00,7079,33,25442,51443,251,251,eof
5/13/24 3:59 AM,5/13/24 3:59 AM,3.162,0.02,17,192.168.50.2,49390,142.251.167.138,443,0,0,0,0,00000000,00000000,22.00,7719,28,25146,51443,251,251,eof
5/13/24 3:59 AM,5/13/24 4:00 AM,27.606,0.019,17,192.168.50.2,54849,172.253.62.95,443,0,0,0,0,00000000,00000000,43.00,16912,47,25121,51443,250,250,eof
5/13/24 4:02 AM,5/13/24 4:02 AM,19.43,0.062,6,192.168.50.2,53721,139.71.89.13,443,S,APF,AS,APF,6631793b,9804acf6,253.00,286325,124,25022,443,248,252,
5/13/24 4:01 AM,5/13/24 4:02 AM,82.629,0.02,6,192.168.50.2,55043,17.57.147.4,5223,A,AP,AP,AP,fdb05d67,eef0056a,81.00,64867,69,24832,0,0,0,eof
5/13/24 3:53 AM,5/13/24 3:53 AM,23.236,0.017,17,192.168.50.2,58946,162.159.61.3,443,0,0,0,0,00000000,00000000,58.00,14963,54,24264,51443,251,23,idle
5/13/24 3:51 AM,5/13/24 3:51 AM,3.189,0.019,17,192.168.50.2,54003,142.251.16.136,443,0,0,0,0,00000000,00000000,28.00,15539,33,23607,51443,251,251,idle
5/13/24 3:50 AM,5/13/24 3:51 AM,24.182,0.018,17,192.168.50.2,60670,162.159.153.4,443,0,0,0,0,00000000,00000000,85.00,74820,55,23588,51443,251,23,idle
5/13/24 3:59 AM,5/13/24 3:59 AM,3.66,0.025,17,192.168.50.2,51456,142.251.163.154,443,0,0,0,0,00000000,00000000,25.00,7071,31,23230,51443,251,251,eof
5/13/24 3:48 AM,5/13/24 4:02 AM,851.368,0.022,6,192.168.50.2,49222,3.211.37.212,443,AP,AP,AP,AP,cd4ffa59,a8218cc3,229.00,19187,174,22990,0,0,0,eof
5/13/24 3:59 AM,5/13/24 4:02 AM,197.08,0.029,6,192.168.50.2,53589,139.71.9.95,443,S,APF,AS,APF,3c13a153,c31c54a7,130.00,142802,57,22852,443,248,233,
5/13/24 3:53 AM,5/13/24 3:54 AM,21.24,0.021,17,192.168.50.2,56049,142.251.167.100,443,0,0,0,0,00000000,00000000,23.00,7494,28,21145,51443,250,251,idle
5/13/24 4:02 AM,5/13/24 4:02 AM,21.656,0.02,17,192.168.50.2,59352,172.253.62.102,443,0,0,0,0,00000000,00000000,29.00,7037,36,21089,51443,250,251,eof
5/13/24 3:59 AM,5/13/24 3:59 AM,8.538,0.029,6,192.168.50.2,53633,139.71.9.142,443,S,APF,AS,APF,494c4c46,03aa4527,25.00,10038,27,18610,443,248,223,
5/13/24 3:50 AM,5/13/24 3:50 AM,0.102,0.02,17,192.168.50.2,50131,172.253.62.147,443,0,0,0,0,00000000,00000000,12.00,5645,18,18130,51443,250,251,idle
5/13/24 3:59 AM,5/13/24 4:02 AM,164.568,0.019,6,192.168.50.2,53680,142.251.167.113,443,S,APF,AS,APF,811d957e,cae5e0ab,25.00,6025,27,17803,443,249,252,
5/13/24 3:50 AM,5/13/24 3:54 AM,240.232,0.018,6,192.168.50.2,53492,64.233.180.94,443,S,APF,AS,APF,f5e537e1,01a96389,25.00,3766,28,17363,443,249,252,
5/13/24 3:50 AM,5/13/24 3:54 AM,240.186,0.016,6,192.168.50.2,53497,172.253.115.94,443,S,APF,AS,APF,de9b28c8,597c96bb,25.00,3726,28,17223,443,249,252,
5/13/24 4:01 AM,5/13/24 4:01 AM,0.086,0.016,6,192.168.50.2,53705,17.253.21.205,443,S,APF,AS,APF,7199fcca,6e593c99,12.00,1510,18,16679,443,179,252,
5/13/24 4:01 AM,5/13/24 4:01 AM,0.338,0.021,17,192.168.50.2,64644,64.233.180.95,443,0,0,0,0,00000000,00000000,18.00,7834,21,16445,51443,250,251,eof
5/13/24 3:59 AM,5/13/24 4:02 AM,196.126,0.027,6,192.168.50.2,53609,139.71.16.158,443,S,APF,AS,APF,b3527722,e8b2b115,358.00,423740,140,15989,443,247,222,
5/13/24 3:51 AM,5/13/24 3:51 AM,0.626,0.021,17,192.168.50.2,57135,142.251.111.138,443,0,0,0,0,00000000,00000000,26.00,5122,35,15389,51443,251,251,idle
5/13/24 3:59 AM,5/13/24 4:00 AM,48.875,0.062,6,192.168.50.2,53650,139.71.89.13,443,S,APF,AS,APF,584309c4,c118d0d8,209.00,250633,90,15366,443,247,252,
5/13/24 4:02 AM,5/13/24 4:02 AM,17.035,0.02,17,192.168.50.2,64131,172.253.115.95,443,0,0,0,0,00000000,00000000,19.00,4683,24,15199,51443,250,250,eof
5/13/24 3:59 AM,5/13/24 4:02 AM,190.866,0.016,6,192.168.50.2,53641,104.17.208.240,443,S,APF,AS,APF,d6b66978,1520e9f1,42.00,6022,38,15117,443,248,252,
5/13/24 3:59 AM,5/13/24 3:59 AM,28.435,0.02,17,192.168.50.2,62522,172.253.63.102,443,0,0,0,0,00000000,00000000,22.00,4717,29,14891,51443,250,251,eof
5/13/24 4:00 AM,5/13/24 4:00 AM,0.699,0.018,17,192.168.50.2,55378,142.251.16.95,443,0,0,0,0,00000000,00000000,15.00,7081,19,14492,51443,250,250,eof
5/13/24 4:00 AM,5/13/24 4:01 AM,17.722,0.019,17,192.168.50.2,52411,172.253.62.95,443,0,0,0,0,00000000,00000000,33.00,14128,30,14374,51443,250,249,eof
5/13/24 3:59 AM,5/13/24 4:02 AM,168.312,0.021,6,192.168.50.2,53676,172.253.62.95,443,S,APF,AS,APF,63fa4f74,d2d9a147,29.00,7126,29,14328,443,249,252,
5/13/24 3:52 AM,5/13/24 3:52 AM,0.576,0.018,17,192.168.50.2,51404,142.251.16.95,443,0,0,0,0,00000000,00000000,19.00,5820,24,14281,51443,250,251,idle
5/13/24 3:59 AM,5/13/24 4:02 AM,196.88,0.025,6,192.168.50.2,53591,23.73.250.121,443,S,APRF,AS,APF,2c392bf4,0456f786,73.00,71890,34,14209,443,248,251,
5/13/24 4:02 AM,5/13/24 4:02 AM,5.907,0.031,6,192.168.50.2,53729,139.71.9.101,443,S,APF,AS,APF,913e760a,bdffb6c5,21.00,7157,20,14208,443,249,226,
5/13/24 3:59 AM,5/13/24 3:59 AM,44.955,0.028,6,192.168.50.2,53619,63.140.39.15,443,S,APRF,AS,AP,559d2d8d,09ad28d9,158.00,179000,64,14087,443,248,253,
5/13/24 4:01 AM,5/13/24 4:02 AM,88.856,0.018,6,192.168.50.2,53698,64.233.180.95,443,S,APF,AS,APF,019c366d,079e2d05,23.00,4141,23,13941,443,248,252,
5/13/24 3:59 AM,5/13/24 4:02 AM,191.167,0.018,6,192.168.50.2,53639,104.17.208.240,443,S,APF,AS,APF,0f24d3fc,82a385bf,30.00,6065,27,13859,443,249,252,
5/13/24 4:00 AM,5/13/24 4:02 AM,95.025,0.018,6,192.168.50.2,53695,142.251.16.95,443,S,APF,AS,APF,568a4386,b6780d80,19.00,3426,21,13705,443,249,252,
5/13/24 4:02 AM,5/13/24 4:02 AM,18.203,0.029,6,192.168.50.2,53722,63.140.39.82,443,S,APRF,AS,AP,5417aee2,8099bd1c,138.00,158951,45,13623,443,249,252,
5/13/24 3:59 AM,5/13/24 4:02 AM,190.293,0.016,6,192.168.50.2,53648,172.253.63.132,443,S,APF,AS,APF,97db3d45,da76311d,26.00,4153,23,13508,443,249,253,
5/13/24 3:57 AM,5/13/24 3:57 AM,0.618,0.019,6,192.168.50.2,53569,17.248.228.68,443,S,APF,AS,APF,0bbc4999,527d4b1d,25.00,11325,23,13392,443,225,252,
5/13/24 3:50 AM,5/13/24 3:50 AM,2.215,0.03,17,192.168.50.2,65245,142.251.111.102,443,0,0,0,0,00000000,00000000,21.00,4735,23,13190,51443,250,251,idle
5/13/24 3:59 AM,5/13/24 3:59 AM,0.202,0.019,17,192.168.50.2,59185,172.253.62.157,443,0,0,0,0,00000000,00000000,27.00,8529,28,13084,51443,250,250,eof
5/13/24 4:01 AM,5/13/24 4:01 AM,0.123,0.03,6,192.168.50.2,53706,23.222.12.24,443,S,APRF,AS,AP,22f2f250,77654b28,16.00,1696,17,13030,443,177,252,
5/13/24 3:59 AM,5/13/24 4:02 AM,190.43,0.017,6,192.168.50.2,53643,142.251.16.136,443,S,APF,AS,APF,82cd84cf,a25c81ea,41.00,20193,38,12961,443,248,253,
5/13/24 3:52 AM,5/13/24 3:52 AM,0.88,0.018,6,192.168.50.2,53531,23.46.150.58,443,S,APRF,AS,AP,610fc87c,201a4623,16.00,2323,15,12612,443,213,252,
5/13/24 3:58 AM,5/13/24 3:58 AM,0.846,0.018,6,192.168.50.2,53575,173.223.163.196,443,S,APRF,AS,AP,2ea4aaea,87ecb91c,14.00,2219,15,12602,443,212,253,
5/13/24 3:59 AM,5/13/24 3:59 AM,5.325,0.019,17,192.168.50.2,54214,172.253.63.106,443,0,0,0,0,00000000,00000000,25.00,9213,30,12493,51443,250,250,eof
5/13/24 3:50 AM,5/13/24 3:54 AM,240.113,0.019,6,192.168.50.2,53502,172.253.63.95,443,S,APF,AS,APF,01a6d4f6,b93934ea,25.00,3871,29,12279,443,248,253,
