start-time,end-time,duration,rtt,proto,sip,sp,dip,dp,iflags,uflags,riflags,ruflags,isn,risn,tag,rtag,pkt,oct,rpkt,roct,app,entropy,rentropy,end-reason
2021-09-10 16:15:49.513,2021-09-10 16:15:49.513,0.000,0.000,6,192.168.50.50,57218,192.168.50.20,443,R,0,0,0,359cf830,00000000,000,000,1,40,0,0,0,0,0,
2021-09-10 16:15:49.513,2021-09-10 16:15:49.513,0.000,0.000,6,192.168.50.50,57218,192.168.50.20,443,R,0,0,0,359cf830,00000000,000,000,1,40,0,0,0,0,0,
2021-09-10 16:15:49.513,2021-09-10 16:15:49.513,0.000,0.000,6,192.168.50.50,57218,192.168.50.20,443,R,0,0,0,359cf830,00000000,000,000,1,40,0,0,0,0,0,
2021-09-10 16:15:49.679,2021-09-10 16:15:49.747,0.068,0.000,6,192.168.50.123,54564,192.168.50.249,80,S,APSF,AS,APSF,cbf0d63d,ccccb4e5,000,000,29,2066,26,28402,80,175,173,
2021-09-10 16:16:05.897,2021-09-10 16:16:05.921,0.024,0.000,6,192.168.50.126,32930,192.168.50.248,80,S,APSF,AS,APSF,7bcddb6c,50027595,000,000,11,936,6,2150,80,174,178,
2021-09-10 16:16:10.517,2021-09-10 16:16:10.536,0.019,0.000,6,192.168.50.128,37542,192.168.50.106,80,S,APSF,AS,APSF,da8e545f,03016ecf,000,000,13,1104,10,4508,80,170,251,
2021-09-10 16:16:17.452,2021-09-10 16:16:17.910,0.458,0.004,6,192.168.50.50,51618,192.168.50.19,443,S,APRSF,AS,APSF,5b92ae79,3c838093,000,000,19,2912,22,8336,443,200,250,
2021-09-10 16:16:17.910,2021-09-10 16:16:17.910,0.000,0.000,6,192.168.50.50,51618,192.168.50.19,443,R,0,0,0,5b92b23b,00000000,000,000,1,40,0,0,0,0,0,
2021-09-10 16:16:17.910,2021-09-10 16:16:17.910,0.000,0.000,6,192.168.50.50,51618,192.168.50.19,443,R,0,0,0,5b92b23b,00000000,000,000,1,40,0,0,0,0,0,
2021-09-10 16:16:17.910,2021-09-10 16:16:17.910,0.000,0.000,6,192.168.50.50,51618,192.168.50.19,443,R,0,0,0,5b92b23b,00000000,000,000,1,40,0,0,0,0,0,
2021-09-10 16:16:23.907,2021-09-10 16:16:23.930,0.023,0.000,6,192.168.50.131,51748,192.168.50.248,80,S,APSF,AS,APSF,b6ea5583,77fe123e,000,000,11,882,6,2150,80,169,178,
2021-09-10 16:16:25.077,2021-09-10 16:16:25.117,0.040,0.000,6,192.168.50.132,52112,192.168.50.106,80,S,APSF,AS,APSF,49a53ed3,a69026a9,000,000,13,1306,10,4508,80,173,251,
2021-09-10 16:16:31.707,2021-09-10 16:16:31.760,0.053,0.000,6,192.168.50.130,52368,192.168.50.225,80,S,APSF,AS,APSF,811aece2,b99d9fb8,000,000,19,1306,18,7338,80,173,171,
2021-09-10 16:16:31.760,2021-09-10 16:16:31.761,0.001,0.001,6,192.168.50.130,52368,192.168.50.225,80,A,A,R,0,811aede1,b99daca3,000,000,3,120,1,40,0,0,0,
2021-09-10 16:16:31.761,2021-09-10 16:16:31.761,0.000,0.000,6,192.168.50.225,80,192.168.50.130,52368,R,0,0,0,b99daca3,00000000,000,000,1,40,0,0,0,0,0,
2021-09-10 16:16:35.656,2021-09-10 16:16:35.704,0.048,0.001,6,192.168.50.133,47770,192.168.50.225,80,S,APSF,AS,APSF,63591f7c,b9acd834,000,000,19,1374,18,7338,80,176,171,
2021-09-10 16:16:35.704,2021-09-10 16:16:35.705,0.001,0.001,6,192.168.50.133,47770,192.168.50.225,80,A,A,R,0,6359209d,b9ace51f,000,000,3,120,1,40,0,0,0,
2021-09-10 16:16:35.705,2021-09-10 16:16:35.705,0.000,0.000,6,192.168.50.225,80,192.168.50.133,47770,R,0,0,0,b9ace51f,00000000,000,000,1,40,0,0,0,0,0,
2021-09-10 16:16:45.091,2021-09-10 16:16:45.291,0.200,0.003,6,192.168.50.129,45444,192.168.50.50,443,S,APSF,AS,APSF,68e78cde,50dd34c0,000,000,36,3102,55,62820,443,227,255,
2021-09-10 16:16:45.303,2021-09-10 16:16:45.972,0.669,0.000,6,192.168.50.50,44504,192.168.50.1,443,S,APF,AS,APF,a1743d68,d1a8d567,000,000,10,1397,9,3800,443,193,249,
2021-09-10 16:16:49.959,2021-09-10 16:16:50.266,0.307,0.000,6,192.168.50.126,48000,192.168.50.1,443,S,APF,AS,APF,8a6143ba,654492ce,000,000,8,1028,8,2516,443,227,249,
2021-09-10 16:14:52.625,2021-09-10 16:14:52.625,0.000,0.000,17,192.168.50.50,62054,8.8.8.8,53,0,0,0,0,00000000,00000000,000,000,10,820,0,0,53,135,0,eof
2021-09-10 16:14:52.626,2021-09-10 16:14:52.626,0.000,0.000,17,192.168.50.50,18091,8.8.8.8,53,0,0,0,0,00000000,00000000,000,000,10,820,0,0,53,137,0,eof
2021-09-10 16:14:52.641,2021-09-10 16:14:52.641,0.000,0.000,17,192.168.50.50,35519,10.113.0.200,514,0,0,0,0,00000000,00000000,000,000,20,2490,0,0,0,156,0,eof
2021-09-10 16:14:52.699,2021-09-10 16:14:52.699,0.000,0.000,17,192.168.50.50,63101,8.8.8.8,53,0,0,0,0,00000000,00000000,000,000,10,670,0,0,53,119,0,eof
2021-09-10 16:14:52.699,2021-09-10 16:14:52.699,0.000,0.000,17,192.168.50.50,13581,8.8.8.8,53,0,0,0,0,00000000,00000000,000,000,10,670,0,0,53,122,0,eof
2021-09-10 16:14:52.719,2021-09-10 16:14:52.719,0.000,0.000,17,192.168.51.205,53956,192.33.4.12,53,0,0,0,0,00000000,00000000,000,000,2,136,0,0,53,95,0,eof
2021-09-10 16:14:53.158,2021-09-10 16:14:53.158,0.000,0.000,6,192.168.50.45,52775,52.113.195.132,443,S,S,0,0,ab472407,00000000,000,000,2,104,0,0,0,0,0,eof
2021-09-10 16:14:53.277,2021-09-10 16:14:53.277,0.000,0.000,17,192.168.50.106,39517,8.8.8.8,53,0,0,0,0,00000000,00000000,000,000,4,236,0,0,53,104,0,eof
2021-09-10 16:14:53.519,2021-09-10 16:14:53.519,0.000,0.000,17,192.168.51.205,54199,192.36.148.17,53,0,0,0,0,00000000,00000000,000,000,2,136,0,0,53,95,0,eof
2021-09-10 16:14:53.861,2021-09-10 16:14:53.861,0.000,0.000,17,192.168.60.183,49778,192.168.50.100,53,0,0,0,0,00000000,00000000,000,000,2,160,0,0,53,134,0,eof
2021-09-10 16:14:54.316,2021-09-10 16:14:54.316,0.000,0.000,17,192.168.51.205,50902,192.112.36.4,53,0,0,0,0,00000000,00000000,000,000,2,136,0,0,53,94,0,eof
2021-09-10 16:14:54.586,2021-09-10 16:14:54.597,0.011,0.011,17,192.168.50.45,61537,172.16.31.100,53,0,0,0,0,00000000,00000000,000,000,2,152,2,416,53,126,155,eof
