start-time,end-time,duration,rtt,proto,sip,sp,dip,dp,iflags,uflags,riflags,ruflags,isn,risn,tag,rtag,pkt,oct,rpkt,roct,app,entropy,rentropy,end-reason
2021-09-01 16:09:32.371,2021-09-01 16:09:32.371,0.000,0.000,6,192.168.60.149,8002,192.168.60.159,59865,AR,0,0,0,00000000,00000000,000,000,1,40,0,0,0,0,0,
2021-09-01 16:09:34.715,2021-09-01 16:09:35.030,0.315,0.000,6,192.168.50.124,44322,192.168.50.1,443,S,APF,AS,APF,130f7101,ff8fde05,000,000,8,1149,8,2516,443,232,249,
2021-09-01 16:09:35.728,2021-09-01 16:09:35.730,0.002,0.000,6,fe80::142b:2cac:325e:190c,64386,fe80::4468:6b74:e927:a4c2,445,S,APRS,AS,APS,9b971686,4434b6cf,000,000,9,1098,6,1392,139,133,156,
2021-09-01 16:09:35.730,2021-09-01 16:09:35.730,0.000,0.000,6,fe80::142b:2cac:325e:190c,64386,fe80::4468:6b74:e927:a4c2,445,AR,0,0,0,9b971792,00000000,000,000,1,60,0,0,0,0,0,
2021-09-01 16:09:44.348,2021-09-01 16:09:44.369,0.021,0.000,6,192.168.50.129,33508,192.168.50.106,80,S,APSF,AS,APSF,c060965d,f139a1eb,000,000,13,1276,10,4508,80,174,251,
2021-09-01 16:09:30.176,2021-09-01 16:09:46.106,15.930,0.000,6,192.168.60.183,64385,192.168.60.181,139,S,APSF,AS,APSF,f1732ae2,0c735ecc,000,000,23,2974,20,3420,139,113,129,
2021-09-01 16:09:18.142,2021-09-01 16:09:46.106,27.964,0.000,6,192.168.60.183,64383,192.168.60.181,139,S,APSF,AS,APSF,44b0ae5b,ef10ca23,000,000,27,3102,22,3558,139,142,138,
2021-09-01 16:09:45.645,2021-09-01 16:09:46.163,0.518,0.000,6,192.168.50.128,40496,192.168.50.1,443,S,APF,AS,APF,c7e32719,a2440a95,000,000,8,1054,8,2516,443,227,248,
2021-09-01 16:09:45.809,2021-09-01 16:09:46.221,0.412,0.000,6,192.168.50.126,38418,192.168.50.1,443,S,APF,AS,APF,0a3aed3a,8da0f7c8,000,000,8,1031,8,2516,443,225,248,
2021-09-01 16:09:46.373,2021-09-01 16:09:46.373,0.000,0.000,6,192.168.60.159,59867,192.168.60.149,8002,S,S,AR,0,80b15ee5,00000000,000,000,2,104,1,40,0,0,0,
2021-09-01 16:09:46.373,2021-09-01 16:09:46.373,0.000,0.000,6,192.168.60.149,8002,192.168.60.159,59867,AR,0,0,0,00000000,00000000,000,000,1,40,0,0,0,0,0,
2021-09-01 16:09:46.863,2021-09-01 16:09:46.864,0.001,0.001,6,192.168.60.159,59867,192.168.60.149,8002,S,S,AR,0,80b15ee5,00000000,000,000,2,104,1,40,0,0,0,
2021-09-01 16:09:46.864,2021-09-01 16:09:46.864,0.000,0.000,6,192.168.60.149,8002,192.168.60.159,59867,AR,0,0,0,00000000,00000000,000,000,1,40,0,0,0,0,0,
2021-09-01 16:09:47.369,2021-09-01 16:09:47.370,0.001,0.001,6,192.168.60.159,59867,192.168.60.149,8002,S,S,AR,0,80b15ee5,00000000,000,000,2,96,1,40,0,0,0,
2021-09-01 16:09:47.370,2021-09-01 16:09:47.370,0.000,0.000,6,192.168.60.149,8002,192.168.60.159,59867,AR,0,0,0,00000000,00000000,000,000,1,40,0,0,0,0,0,
2021-09-01 16:09:49.191,2021-09-01 16:09:49.208,0.017,0.000,6,192.168.50.129,56094,192.168.50.248,80,S,APSF,AS,APSF,8f8b1701,71df8c46,000,000,11,836,6,2150,80,169,178,
2021-09-01 16:09:51.915,2021-09-01 16:09:51.966,0.051,0.002,6,192.168.50.130,43094,192.168.50.225,80,S,APSF,AS,APSF,5a1c4ec5,fc0cbad8,000,000,19,1190,18,7336,80,170,174,
2021-09-01 16:09:51.966,2021-09-01 16:09:51.967,0.001,0.001,6,192.168.50.130,43094,192.168.50.225,80,A,A,R,0,5a1c4f8a,fc0cc7c2,000,000,3,120,1,40,0,0,0,
2021-09-01 16:09:51.967,2021-09-01 16:09:51.967,0.000,0.000,6,192.168.50.225,80,192.168.50.130,43094,R,0,0,0,fc0cc7c2,00000000,000,000,1,40,0,0,0,0,0,
2021-09-01 16:09:56.904,2021-09-01 16:09:56.920,0.016,0.000,6,192.168.50.126,54684,192.168.50.106,80,S,APSF,AS,APSF,8f3198a5,65684da4,000,000,11,1110,10,4508,80,174,251,
2021-09-01 16:10:01.379,2021-09-01 16:10:01.379,0.000,0.000,6,192.168.60.159,59869,192.168.60.149,8002,S,S,AR,0,4475ac6c,00000000,000,000,2,104,1,40,0,0,0,
2021-09-01 16:10:01.379,2021-09-01 16:10:01.379,0.000,0.000,6,192.168.60.149,8002,192.168.60.159,59869,AR,0,0,0,00000000,00000000,000,000,1,40,0,0,0,0,0,
2021-09-01 16:10:01.879,2021-09-01 16:10:01.879,0.000,0.000,6,192.168.60.159,59869,192.168.60.149,8002,S,S,AR,0,4475ac6c,00000000,000,000,2,104,1,40,0,0,0,
2021-09-01 16:10:01.879,2021-09-01 16:10:01.879,0.000,0.000,6,192.168.60.149,8002,192.168.60.159,59869,AR,0,0,0,00000000,00000000,000,000,1,40,0,0,0,0,0,
2021-09-01 16:10:02.222,2021-09-01 16:10:02.245,0.023,0.000,6,192.168.50.128,56490,192.168.50.106,80,S,APSF,AS,APSF,98b9b533,20053ad6,000,000,13,1074,10,4508,80,168,251,
2021-09-01 16:10:02.379,2021-09-01 16:10:02.379,0.000,0.000,6,192.168.60.159,59869,192.168.60.149,8002,S,S,AR,0,4475ac6c,00000000,000,000,2,96,1,40,0,0,0,
2021-09-01 16:10:02.379,2021-09-01 16:10:02.379,0.000,0.000,6,192.168.60.149,8002,192.168.60.159,59869,AR,0,0,0,00000000,00000000,000,000,1,40,0,0,0,0,0,
2021-09-01 16:10:02.693,2021-09-01 16:10:02.702,0.009,0.001,6,192.168.51.117,50353,192.168.51.22,7680,S,APSF,AS,ASF,f1162f40,f4634b92,000,000,10,574,5,224,0,174,0,
2021-09-01 16:10:02.693,2021-09-01 16:10:02.704,0.011,0.001,6,192.168.51.117,50352,192.168.51.22,7680,S,APSF,AS,APSF,49e070af,57685aa7,000,000,12,680,9,560,0,171,169,
2021-09-01 16:08:16.598,2021-09-01 16:10:07.740,111.142,0.006,6,192.168.51.22,60780,34.200.136.194,443,AP,APF,AP,APF,000dd06c,f73cc5e8,000,000,15,938,8,504,0,0,0,
2021-09-01 16:08:16.597,2021-09-01 16:10:07.969,111.372,0.007,6,192.168.51.22,60779,34.120.5.221,443,AP,APF,AP,APF,9a1cc40f,8daf0b9f,000,000,15,882,14,716,0,0,0,
2021-09-01 16:08:16.598,2021-09-01 16:10:08.747,112.149,0.009,6,192.168.51.22,60781,34.120.237.76,443,AP,APF,AP,APF,cd96370d,8bd7e5c2,000,000,15,882,10,556,0,0,0,
2021-09-01 16:10:11.781,2021-09-01 16:10:11.808,0.027,0.002,6,192.168.50.131,43010,192.168.50.248,80,S,APSF,AS,APSF,2f16b489,3161cff5,000,000,12,960,6,2150,80,171,178,
